s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s
Time,"Profile","Profile","Profile","Profile","Profile","Profile","Profile","Profile","Profile","Profile","Profile","Profile","Profile","Profile","Profile","Profile"
 3.5788000E-002, 3.5620660E+001, 3.5768337E+001, 3.5872518E+001, 3.5892215E+001, 3.5801034E+001, 3.5600836E+001, 3.5317616E+001, 3.4989847E+001, 3.4658786E+001, 3.4365237E+001, 3.4147486E+001, 3.4032909E+001, 3.4028624E+001, 3.4119501E+001, 3.4274249E+001, 3.4454379E+001
 3.5899142E-002, 3.5694897E+001, 3.5844946E+001, 3.5937262E+001, 3.5929838E+001, 3.5802954E+001, 3.5569786E+001, 3.5262900E+001, 3.4919481E+001, 3.4577397E+001, 3.4278860E+001, 3.4066333E+001, 3.3966986E+001, 3.3982908E+001, 3.4093468E+001, 3.4263795E+001, 3.4454063E+001
 3.6010285E-002, 3.5752008E+001, 3.5897120E+001, 3.5969226E+001, 3.5927582E+001, 3.5762608E+001, 3.5501258E+001, 3.5183182E+001, 3.4842687E+001, 3.4509467E+001, 3.4221247E+001, 3.4022211E+001, 3.3940528E+001, 3.3975128E+001, 3.4101147E+001, 3.4281068E+001, 3.4474784E+001
 3.6121428E-002, 3.5786423E+001, 3.5918912E+001, 3.5963338E+001, 3.5882933E+001, 3.5680865E+001, 3.5397905E+001, 3.5079973E+001, 3.4758866E+001, 3.4454626E+001, 3.4195218E+001, 3.4021507E+001, 3.3961532E+001, 3.4012715E+001, 3.4148154E+001, 3.4329637E+001, 3.4518416E+001
 3.6232571E-002, 3.5792020E+001, 3.5904420E+001, 3.5916331E+001, 3.5798039E+001, 3.5566305E+001, 3.5272279E+001, 3.4964963E+001, 3.4675004E+001, 3.4415074E+001, 3.4200966E+001, 3.4064625E+001, 3.4030793E+001, 3.4096095E+001, 3.4234010E+001, 3.4408146E+001, 3.4583119E+001
 3.6343714E-002, 3.5761418E+001, 3.5847205E+001, 3.5826187E+001, 3.5678548E+001, 3.5432887E+001, 3.5143843E+001, 3.4858036E+001, 3.4606134E+001, 3.4398203E+001, 3.4239180E+001, 3.4148200E+001, 3.4142920E+001, 3.4218935E+001, 3.4352123E+001, 3.4510335E+001, 3.4663476E+001
 3.6454857E-002, 3.5687111E+001, 3.5741861E+001, 3.5693318E+001, 3.5533022E+001, 3.5296691E+001, 3.5033505E+001, 3.4781375E+001, 3.4571153E+001, 3.4415275E+001, 3.4312062E+001, 3.4267191E+001, 3.4288580E+001, 3.4370178E+001, 3.4491555E+001, 3.4626556E+001, 3.4751769E+001
 3.6566000E-002, 3.5564500E+001, 3.5587356E+001, 3.5522838E+001, 3.5372681E+001, 3.5172565E+001, 3.4957655E+001, 3.4752094E+001, 3.4585897E+001, 3.4476783E+001, 3.4421690E+001, 3.4415689E+001, 3.4456714E+001, 3.4536776E+001, 3.4639698E+001, 3.4746106E+001, 3.4839829E+001
 3.6677142E-002, 3.5395616E+001, 3.5390408E+001, 3.5326200E+001, 3.5210627E+001, 3.5071302E+001, 3.4923769E+001, 3.4776429E+001, 3.4656600E+001, 3.4586873E+001, 3.4566919E+001, 3.4586500E+001, 3.4636036E+001, 3.4706114E+001, 3.4784834E+001, 3.4859477E+001, 3.4920777E+001
 3.6788285E-002, 3.5191697E+001, 3.5166814E+001, 3.5120656E+001, 3.5060122E+001, 3.4997949E+001, 3.4929038E+001, 3.4847710E+001, 3.4776520E+001, 3.4739497E+001, 3.4740652E+001, 3.4770271E+001, 3.4815714E+001, 3.4867522E+001, 3.4917826E+001, 3.4959807E+001, 3.4990049E+001
 3.6899428E-002, 3.4973061E+001, 3.4939637E+001, 3.4926361E+001, 3.4932395E+001, 3.4951844E+001, 3.4962402E+001, 3.4948696E+001, 3.4926965E+001, 3.4917948E+001, 3.4928904E+001, 3.4955007E+001, 3.4985476E+001, 3.5012712E+001, 3.5032606E+001, 3.5043210E+001, 3.5045507E+001
 3.7010571E-002, 3.4765869E+001, 3.4734751E+001, 3.4762352E+001, 3.4835100E+001, 3.4928438E+001, 3.5009038E+001, 3.5057126E+001, 3.5082182E+001, 3.5097950E+001, 3.5112169E+001, 3.5126408E+001, 3.5135448E+001, 3.5135353E+001, 3.5125597E+001, 3.5108086E+001, 3.5086734E+001
 3.7121714E-002, 3.4596749E+001, 3.4575547E+001, 3.4643196E+001, 3.4772095E+001, 3.4922135E+001, 3.5055422E+001, 3.5152248E+001, 3.5216256E+001, 3.5253263E+001, 3.5268734E+001, 3.5269137E+001, 3.5256057E+001, 3.5230213E+001, 3.5194519E+001, 3.5153881E+001, 3.5113982E+001
 3.7232857E-002, 3.4487116E+001, 3.4478687E+001, 3.4577358E+001, 3.4744278E+001, 3.4928720E+001, 3.5092950E+001, 3.5219987E+001, 3.5309676E+001, 3.5362028E+001, 3.5379092E+001, 3.5368935E+001, 3.5338400E+001, 3.5292520E+001, 3.5237299E+001, 3.5179979E+001, 3.5127293E+001
 3.7344000E-002, 3.4448906E+001, 3.4451874E+001, 3.4567131E+001, 3.4750482E+001, 3.4946174E+001, 3.5118901E+001, 3.5255168E+001, 3.5353446E+001, 3.5411915E+001, 3.5430375E+001, 3.5415334E+001, 3.5375398E+001, 3.5318123E+001, 3.5251785E+001, 3.5185371E+001, 3.5126308E+001
 3.7455142E-002, 3.4482612E+001, 3.4493467E+001, 3.4609276E+001, 3.4787743E+001, 3.4973752E+001, 3.5134877E+001, 3.5260477E+001, 3.5349592E+001, 3.5402463E+001, 3.5419533E+001, 3.5404440E+001, 3.5363742E+001, 3.5304758E+001, 3.5236621E+001, 3.5169380E+001, 3.5110867E+001
 3.7566285E-002, 3.4577686E+001, 3.4593281E+001, 3.4695720E+001, 3.4851041E+001, 3.5010302E+001, 3.5143991E+001, 3.5243116E+001, 3.5308231E+001, 3.5343865E+001, 3.5354150E+001, 3.5340838E+001, 3.5306025E+001, 3.5254019E+001, 3.5192998E+001, 3.5133117E+001, 3.5082100E+001
 3.7677428E-002, 3.4714921E+001, 3.4734197E+001, 3.4814243E+001, 3.4933169E+001, 3.5053151E+001, 3.5148510E+001, 3.5211035E+001, 3.5242830E+001, 3.5252817E+001, 3.5250349E+001, 3.5237559E+001, 3.5211920E+001, 3.5173001E+001, 3.5126298E+001, 3.5080819E+001, 3.5043336E+001
 3.7788571E-002, 3.4870275E+001, 3.4894558E+001, 3.4949485E+001, 3.5025160E+001, 3.5098234E+001, 3.5149089E+001, 3.5170548E+001, 3.5166003E+001, 3.5147350E+001, 3.5128451E+001, 3.5113617E+001, 3.5097347E+001, 3.5074386E+001, 3.5046468E+001, 3.5020127E+001, 3.5000173E+001
 3.7899714E-002, 3.5019342E+001, 3.5051297E+001, 3.5084456E+001, 3.5117164E+001, 3.5141126E+001, 3.5145605E+001, 3.5126161E+001, 3.5087588E+001, 3.5042956E+001, 3.5008163E+001, 3.4989779E+001, 3.4981427E+001, 3.4974374E+001, 3.4966479E+001, 3.4960816E+001, 3.4959455E+001
 3.8010857E-002, 3.5141425E+001, 3.5183312E+001, 3.5202396E+001, 3.5199332E+001, 3.5178038E+001, 3.5138610E+001, 3.5081974E+001, 3.5015226E+001, 3.4951343E+001, 3.4905283E+001, 3.4884231E+001, 3.4882240E+001, 3.4888997E+001, 3.4899261E+001, 3.4912381E+001, 3.4927525E+001
 3.8122000E-002, 3.5222207E+001, 3.5274251E+001, 3.5288615E+001, 3.5262415E+001, 3.5206110E+001, 3.5130191E+001, 3.5043217E+001, 3.4956069E+001, 3.4881330E+001, 3.4830744E+001, 3.4809797E+001, 3.4813095E+001, 3.4830344E+001, 3.4854426E+001, 3.4881563E+001, 3.4908570E+001
 3.8233142E-002, 3.5254662E+001, 3.5314139E+001, 3.5332026E+001, 3.5298262E+001, 3.5222973E+001, 3.5123559E+001, 3.5016521E+001, 3.4917771E+001, 3.4840122E+001, 3.4791249E+001, 3.4773223E+001, 3.4780688E+001, 3.4804297E+001, 3.4836286E+001, 3.4870967E+001, 3.4903840E+001
 3.8344285E-002, 3.5238680E+001, 3.5299989E+001, 3.5326497E+001, 3.5300650E+001, 3.5226183E+001, 3.5121464E+001, 3.5008296E+001, 3.4907514E+001, 3.4833273E+001, 3.4789924E+001, 3.4775828E+001, 3.4785340E+001, 3.4810503E+001, 3.4843904E+001, 3.4879318E+001, 3.4911999E+001
 3.8455428E-002, 3.5180402E+001, 3.5236073E+001, 3.5272302E+001, 3.5266760E+001, 3.5213139E+001, 3.5124159E+001, 3.5021669E+001, 3.4929138E+001, 3.4862874E+001, 3.4825984E+001, 3.4814388E+001, 3.4822497E+001, 3.4844062E+001, 3.4872751E+001, 3.4902880E+001, 3.4930223E+001
 3.8566571E-002, 3.5091808E+001, 3.5134245E+001, 3.5177576E+001, 3.5199073E+001, 3.5181878E+001, 3.5128045E+001, 3.5053412E+001, 3.4979713E+001, 3.4924945E+001, 3.4893613E+001, 3.4881612E+001, 3.4884359E+001, 3.4897636E+001, 3.4916698E+001, 3.4937013E+001, 3.4955265E+001
 3.8677714E-002, 3.4990195E+001, 3.5013742E+001, 3.5058889E+001, 3.5106848E+001, 3.5132652E+001, 3.5126153E+001, 3.5092847E+001, 3.5047640E+001, 3.5007819E+001, 3.4981196E+001, 3.4966377E+001, 3.4960903E+001, 3.4962796E+001, 3.4969190E+001, 3.4976964E+001, 3.4983914E+001
 3.8788857E-002, 3.4896355E+001, 3.4899115E+001, 3.4939654E+001, 3.5006045E+001, 3.5069772E+001, 3.5111016E+001, 3.5124303E+001, 3.5114113E+001, 3.5093068E+001, 3.5072071E+001, 3.5054350E+001, 3.5040372E+001, 3.5030323E+001, 3.5023290E+001, 3.5017752E+001, 3.5012816E+001
 3.8900000E-002, 3.4830628E+001, 3.4815393E+001, 3.4845543E+001, 3.4916886E+001, 3.5002734E+001, 3.5079128E+001, 3.5133017E+001, 3.5158406E+001, 3.5159468E+001, 3.5147268E+001, 3.5129566E+001, 3.5109864E+001, 3.5090134E+001, 3.5071326E+001, 3.5053789E+001, 3.5038164E+001
 3.9011142E-002, 3.4807371E+001, 3.4781203E+001, 3.4797634E+001, 3.4859083E+001, 3.4945384E+001, 3.5034709E+001, 3.5112187E+001, 3.5165447E+001, 3.5189093E+001, 3.5189791E+001, 3.5177137E+001, 3.5156783E+001, 3.5131930E+001, 3.5105220E+001, 3.5079115E+001, 3.5055856E+001
 3.9122285E-002, 3.4830079E+001, 3.4802490E+001, 3.4805619E+001, 3.4845893E+001, 3.4912350E+001, 3.4989938E+001, 3.5067350E+001, 3.5132470E+001, 3.5173547E+001, 3.5189350E+001, 3.5186719E+001, 3.5171407E+001, 3.5147169E+001, 3.5118077E+001, 3.5088628E+001, 3.5062369E+001
 3.9233428E-002, 3.4889788E+001, 3.4870041E+001, 3.4864135E+001, 3.4879195E+001, 3.4913444E+001, 3.4960350E+001, 3.5014903E+001, 3.5071175E+001, 3.5117825E+001, 3.5146113E+001, 3.5155843E+001, 3.5149977E+001, 3.5131882E+001, 3.5106560E+001, 3.5079886E+001, 3.5056016E+001
 3.9344571E-002, 3.4968046E+001, 3.4962544E+001, 3.4954339E+001, 3.4948078E+001, 3.4948660E+001, 3.4957178E+001, 3.4974593E+001, 3.5003418E+001, 3.5039613E+001, 3.5071891E+001, 3.5091835E+001, 3.5096978E+001, 3.5088973E+001, 3.5072810E+001, 3.5054515E+001, 3.5037943E+001
 3.9455714E-002, 3.5043303E+001, 3.5054042E+001, 3.5050379E+001, 3.5032175E+001, 3.5006959E+001, 3.4981153E+001, 3.4959788E+001, 3.4951779E+001, 3.4963314E+001, 3.4987512E+001, 3.5011017E+001, 3.5025176E+001, 3.5028541E+001, 3.5024708E+001, 3.5018375E+001, 3.5012270E+001
 3.9566857E-002, 3.5097770E+001, 3.5122342E+001, 3.5127866E+001, 3.5108511E+001, 3.5070144E+001, 3.5021901E+001, 3.4971397E+001, 3.4929800E+001, 3.4910799E+001, 3.4916414E+001, 3.4934616E+001, 3.4952744E+001, 3.4965628E+001, 3.4974076E+001, 3.4980240E+001, 3.4985208E+001
 3.9678000E-002, 3.5121851E+001, 3.5154697E+001, 3.5170568E+001, 3.5158656E+001, 3.5119852E+001, 3.5063405E+001, 3.4999137E+001, 3.4937456E+001, 3.4893303E+001, 3.4876653E+001, 3.4882304E+001, 3.4898070E+001, 3.4915981E+001, 3.4933401E+001, 3.4949437E+001, 3.4963416E+001
 3.9789142E-002, 3.5114922E+001, 3.5149088E+001, 3.5173012E+001, 3.5173154E+001, 3.5143887E+001, 3.5091842E+001, 3.5028788E+001, 3.4964143E+001, 3.4908752E+001, 3.4874992E+001, 3.4865865E+001, 3.4874115E+001, 3.4891398E+001, 3.4912288E+001, 3.4933269E+001, 3.4952151E+001
 3.9900285E-002, 3.5083214E+001, 3.5111970E+001, 3.5139293E+001, 3.5152193E+001, 3.5139020E+001, 3.5100986E+001, 3.5050112E+001, 3.4996397E+001, 3.4945453E+001, 3.4905961E+001, 3.4885811E+001, 3.4884592E+001, 3.4896399E+001, 3.4914869E+001, 3.4935058E+001, 3.4953807E+001
 4.0000000E-002, 3.5041905E+001, 3.5061294E+001, 3.5087048E+001, 3.5109602E+001, 3.5113788E+001, 3.5094122E+001, 3.5059829E+001, 3.5022195E+001, 3.4984630E+001, 3.4950257E+001, 3.4926718E+001, 3.4918442E+001, 3.4923179E+001, 3.4935609E+001, 3.4950811E+001, 3.4965429E+001
